Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
"","La disfatta di Māra","seconda metà del I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1898_6DEV8782.jpg"
"","Buddha assiso sotto un albero","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1897_278.jpg"
"","Nascita di Siddhārta","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1900_6DEV8729.jpg"
"","Maitreya","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1901_6DEV8530.jpg"
"","Figura maschile seduta (Bodhisattva?) - affiancata da tre personaggi","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1902_6DEV8736.jpg"
"","Devoto con ghirlanda di fiori in mano","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1903_6DEV8441.jpg"
"","Offerente acefalo con ghirlanda di fiori","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1904_6DEV8644.jpg"
"","Buddha e devoto","Seconda metà del I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1905_6DEV8628.jpg"
"","Busto di Buddha stante acefalo","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1906_6DEV8449.jpg"
"","Buddha e asceta","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1907_6DEV8760.jpg"
"","Testa femminile con capelli cinti da ghirlanda","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1908_287.jpg"
"","Testa di giovane asceta","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1909_289.jpg"
"","Tre personaggi regali con seguito","Metà del I secolo d.C..","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1910_6DEV8632.jpg"
"","Testa maschile con turbante","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1911_6DEV8494.jpg"
"","Monaci","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1912_6DEV8797.jpg"
"","Cinque figure regali in atto devozionale","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1913_6DEV8735.jpg"
"","Buddha stante","II secolo d.C.","Scisto grigio scolpito ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1914_01001.jpg"
"","Festone animato","Metà del I secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1915_6DEV8719.jpg"
"","Asceti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1916_6DEV8654.jpg"
"","Festone animato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1917_296.jpg"
"","Festone animato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1918_6DEV8660.jpg"
"","Festone animato","I secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1919_6DEV8737.jpg"
"","Trono e gambe di Maitreya","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1920_299.jpg"
"","Trono e gambe di Maitreya","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1921_6DEV8742.jpg"
"","Base di statua a rilievo con frammenti di piedi","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1922_6DEV8714.jpg"
"","Pseudo-mensola con figura femminile alata","I-II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1923_6DEV8529.jpg"
"","Frammento di cornice con tre busti femminili","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1924_6DEV8812.jpg"
"","Pseudo-mensola con protome di leone alato","I-II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1925_6DEV8781.jpg"
"","Leone ruggente","I-II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1926_6DEV8519.jpg"
"","Buddha e devoti","Seconda metà del I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1927_6DEV8731.jpg"
"","Buddha assiso con discepoli e asceti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1928_6DEV8720.jpg"
"","Frammento di cornice con due busti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1929_6DEV8822.jpg"
"","Testa di Buddha","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1930_1819.jpg"
"","Devoto e colonnina corinzia","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1931_2259.jpg"
"","Adorante inginocchiato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1932_2260.jpg"
"","Figura maschile stante (Buddha?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1933_2261.jpg"
"","Frammento con colonnina","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1934_2262.jpg"
"","Due scene divise da colonnina gandharico-corinzia","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1935_317.jpg"
"","Frammento con tre personaggi","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1936_2263.jpg"
"","Testa maschile con turbante e orecchini","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1937_2264.jpg"
"","Frammento di Buddha seduto su alto basamento","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1938_2265.jpg"
"","Testa femminile","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1939_2266.jpg"
"","Frammento di figura maschile","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1940_2267.jpg"
"","Colonnina con capitello gandharico-corinzio","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1831_304.jpg"
"","Frammento di cornice a foglia d’acanto","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1943_6DEV8844.jpg"
"","Sostegno a doppia foglia di acanto","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1944_6DEV8650.jpg"
"","Mensola a forma di pilastrino corinzio","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1945_6DEV8839.jpg"
"","Cornice a foglia d’acanto","I-II sec. d.C","Scisto scolpito a rilievo con tracce di stucco di copertura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1945_6DEV8811.jpg"
"","Sostegno a foglia di acanto","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1945_6DEV8743.jpg"
"","Mensola a doppia voluta","I-II sec. d.C","Scisto scolpito a rilievo con tracce di stucco ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1945_6DEV8828.jpg"
"","Capitello di lesena figurato","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1949_6DEV8816.jpg"
"","Mensola angolare a doppia voluta","I-II sec. d.C","Scisto scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1950_6DEV8834.jpg"
"","Girale di pīpal","Metà del I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1951_6DEV8749.jpg"
"","Decorazione a balaustra","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1956_6DEV8724.jpg"
"","Capitello figurato","Intorno al 20 d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1957_6DEV8586.jpg"
"","Testa di giovane asceta (?)","I-II secolo d.C.","Scisto scolpito a rilievo con piccole tracce di stucco di copertura","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1958_6DEV8764.jpg"
"","Frammento di Bodhisattva (?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1959_2269.jpg"
"","Loto con figura centrale (?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1960_2270.jpg"
"","Busto di Buddha (?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1961_2271.jpg"
"","Busto di Buddha acefalo","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1962_2273.jpg"
"","Busto di figura maschile acefala","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1963_2272.jpg"
"","Testa maschile con chignon","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1964_6DEV8767.jpg"
"","Testa maschile di profilo con turbante","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1965_6DEV8766.jpg"
"","Frammento di fiore di loto","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1966_2276.jpg"
"","Frammento di festone animato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1967_2277.jpg"
"","Frammento di Buddha (?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1968_2278.jpg"
"","Figura maschile acefala","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1969_2280.jpg"
"","Testa maschile con turbante","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1970_2279.jpg"
"","Frammento di panneggio con mano","I-II secolo d.C.","Stucco","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1971_2281.jpg"
"","Frammento di figura maschile","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1972_2282.jpg"
"","Frammento di Buddha assiso acefalo","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1973_2283.jpg"
"","Frammento con tre personaggi ","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1974_2285.jpg"
"","Bodhisattva","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1975_2286.jpg"
"","Testa di giovane","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1976_2284.jpg"
"","Buddha assiso e devoti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1977_6DEV8763.jpg"
"","Festone figurato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1978_2288.jpg"
"","Figura maschile stante acefala","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1979_2289.jpg"
"","Frammento di figura con veste panneggiata","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1980_2290.jpg"
"","Buddha stante acefalo","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1981_2291.jpg"
"","Figura maschile stante","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1982_2292.jpg"
"","Frammento di figura maschile","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1983_2293.jpg"
"","Figura maschile acefala","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1984_2294.jpg"
"","Festone figurato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1985_2295.jpg"
"","Busto acefalo di Buddha assiso","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1986_2296.jpg"
"","Due figure tra fogliame","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1987_2297.jpg"
"","Busto di due figure","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1988_2298.jpg"
"","Gamba con veste panneggiata (?)","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1989_2300.jpg"
"","Frammento di festone animato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1990_2301.jpg"
"","Buddha acefalo assiso e devoto","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1991_2302.jpg"
"","Frammento di figura assisa in padmāsana","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1992_2303.jpg"
"","Frammento di figura stante","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1993_2304.jpg"
"","Busto acefalo di figura stante maschile","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1994_2305.jpg"
"","Offerta delle ciotole","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1995_2306.jpg"
"","Successione di busti di devoti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1996_2307.jpg"
"","Buddha stante acefalo","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1997_2308.jpg"
"","Quattro figure di adoranti","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1999_2310.jpg"
"","Festone animato","I-II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2000_6DEV8701.jpg"
"","Capitello di lesena figurato","I sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2002_6DEV8609.jpg"
"","Harmikā figurata","I-II sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2002_2346.jpg"
"","Capitello di lesena figurato","I sec. d.C","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2002_6DEV8576.jpg"
"","Testa di Buddha","III-V sec. d.C (?)","Stucco","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1834_2398.jpg"
"","Astuccio portapenne dorato","XVII - XIX secolo","fusione in bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2010_51.jpg"
"","Astuccio portapenne con decorazione floreale","XVII - XIX secolo","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2011_53.jpg"
"","Astuccio portapenne parzialmente dorato","XVII - XIX secolo","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2013_54.jpg"
"","Astuccio portapenne con decorazione incisa","XVII - XIX secolo","argento (?)","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2014_55.jpg"
"","Modellino di pozzo con sponda quadrata","I secolo d.C. (?)","terracotta rossa - invetriatura verde e ambra","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2070_Cc76.jpg"
"","Modellino di casa su alti pilastri","I-II secolo d.C. (?)","terracotta beige-marrone","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2071_Cc77.jpg"
"","Architrave della porta di una tomba","inizio II secolo d.C.","pietra grigia - parzialmente dipinta di rosso","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2072_Cp03a.jpg"
"","Stipite sinistro della porta di una tomba","inizio II secolo d.C.","pietra grigia - parzialmente dipinta in rosso e in nero","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2073_Cp03b.jpg"
"","Uomo e donna su una spiaggia lambita da grandi onde","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2272_Jx122b.jpg"
"","Due personaggi si fronteggiano in un giardino fiorito","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2273_Jx123a.jpg"
"","Due personaggi si fronteggiano in un giardino fiorito","prima metà XIX sec.","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2274_Jx123b.jpg"
"","Anatra policroma","fine VII - prima metà VIII secolo d.C.","terracotta beige rosata - ingobbio beige chiaro e invetriatura 'sancai'","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2561_Cc119a.jpg"
"","Anatra policroma","fine VII - prima metà VIII secolo d.C.","terracotta beige rosata - ingobbio beige chiaro e invetriatura 'sancai'","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2562_Cc119b.jpg"
"","Dama di corte con scollo squadrato","VIII secolo d.C. (?)","terracotta rossa con ingobbio bianco e pigmenti","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2559_Cc120.jpg"
"","Cuscino con decorazione floreale","prima metà VIII secolo d.C.","terracotta bianca con invetriatura 'sancai'","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2537_Cv036.jpg"
"","Moneta 'dao' a testa rotonda e foro quadrato","inizio I secolo d.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2629_Cb157.jpg"
"","Quattro monete 'fangzubu' a testa perforata","inizio I secolo d.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2630_Cb158.jpg"
"","Undici piastrine a forma di pesce","verificare","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2629_Cb159a.jpg"
"","Tre placchette a forma di pesce","verificare","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2632_Cb159b.jpg"
"","Collo di vaso trasformato in bicchiere","V secolo a.C.","bronzo a patina verde scuro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2652_Cb178.jpg"
"","Vaso composito a sezioni quadrata e lobata","IV-III secolo a.C.","bronzo a patina verde","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2656_Cb179.jpg"
"","Vaso "zun" a forma di rinoceronte","III secolo a.C. (?)","bronzo bruno-rossastro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2657_Cb180.jpg"
"","Vaso "zun" a forma di rinoceronte con tappo a forma di uccello","stile del III secolo a.C.","bronzo parzialmente dorato","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2658_Cb181.jpg"
"","I monti Utsu a Okabe","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2744_Jx167.jpg"
"","Cambio di portatori e di cavalli a Fujieda","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2745_Jx168.jpg"
"","Sulla sponda del fiume Ōi a Shimada","secondo quarto XIX secolo","silografia su carta - nishiki-e","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2746_Jx169.jpg"
"","Scena dal Genji Monogatari (5 di 5)","XIX secolo","inchiostro - colori e polvere d’oro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2858_Jv26e.jpg"
"","Calligrafia (1 di 2)","inizio XX secolo","inchiostro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2855_Jv27a.jpg"
"","Calligrafia (2 di 2)","inizio XX secolo","inchiostro su carta","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2860_Jv27b.jpg"
"","Bodhisattva stante (Maitreya)","II secolo d.C.","Scisto scolpito ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1915_01074.jpg"
"","Bodhisattva assiso (Maitreya?)","II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2016_01002.jpg"
"","Bodhisattva stante","II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2017_01004.jpg"
"","Bodhisattva stante","II secolo d.C.","Scisto grigio scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2018_01005.jpg"
"","La grande rinuncia e la dipartita dalla casa paterna del Buddha","II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2019_01007.jpg"
"","Bodhisattva stante (Maitreya)","II secolo d.C.","Scisto scolpito","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2020_01009.jpg"
"","Omaggio di un re Kuṣāṇa a un Bodhisattva","II-III secolo d.C.","Scisto grigio scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2021_01011.jpg"
"","Buddha assiso in dharmacakramudrā ","II secolo d.C.","Scisto scolpito ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2022_01072.jpg"
"","Buddha assiso in mahārajalīlāsana","II secolo d.C.","Scisto scolpito a rilievo ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2023_01077.jpg"
"","Padmapāṇi","II-III secolo d.C.","Scisto scolpito ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2024_01075.jpg"
"","Testa di Buddha","IV secolo d.C.","Stucco policromo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2025_01006.jpg"
"","Testa maschile (Bodhisattva?)","IV secolo d.C.","Terracotta policroma ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2026_01008.jpg"
"","Testa di Buddha","IV-V secolo d.C.","Stucco","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2027_01010.jpg"
"","Testa maschile","III-IV secolo d.C.","Terracotta ","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2027_01033.jpg"
"","Divinità femminile (?)","VII-VIII secolo d.C. (?)","Terra cruda modellata a tutto tondo senza armature - con decorazioni applicate per pastillage e residui di pigmenti azzurri - rossi - neri - gialli","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2029_01080.jpg"
"","Divinità maschile (?)","VII-VIII secolo d.C. (?)","Terra cruda modellata a tutto tondo senza armature - con decorazioni applicate per pastillage e residui di pigmenti gialli - azzurri - neri","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2030_01082.jpg"
"","Divinità femminile (?)","VI-VII secolo d.C.","Terracotta policroma finemente levigata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2031_01200.jpg"
"","Divinità maschile (?)","VI-VII secolo d.C.","Terracotta policroma finemente levigata","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2032_01201.jpg"
"","Testa di uomo barbato (Sileno o Atlante)","II-III secolo d.C.","Stucco con tracce di pigmento rosso e nero o bruno","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2033_01079.jpg"
"","Ornamento a forma di uccello appollaiato","IV secolo a.C.","bronzo fuso in una matrice bivalve","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/1412_Cb22.jpg"
"","Ansa di vaso a forma di maschera zoomorfa","V secolo a.C.","bronzo a patina rossastra - fuso in tre matrici principali","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2038_Cb23a.jpg"
"","Ansa di vaso a forma di maschera zoomorfa","V secolo a.C.","bronzo a patina rossastra - fuso in tre matrici principali","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2039_Cb23b.jpg"
"","Guarnizione di vaso o scatola di legno","ca. seconda metà III secolo a.C.","bronzo a patina ambrata - intarsiato d’argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2040_Cb24.jpg"
"","Applicazione ornamentale a forma di tigre",": ca. X-IX secolo a.C.","bronzo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2041_Cb25.jpg"
"","Placca ornamentale a forma di felino","ca. V secolo a.C.","bronzo argentato a patina verde chiaro","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2042_Cb27.jpg"
"","Placca ornamentale a forma di cervide","ca. V-IV secolo a.C.","bronzo a patina verde smeraldo","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2043_Cb26.jpg"
"","Cassa di assale di carro","V-IV secolo a.C.","bronzo ambrato - intarsiato d’argento","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2043_Cb28.jpg"
"","Bruciaprofumi","1 secolo a.C.","bronzo. Realizzazione a stampi multipli assemblati.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2045_Cb29.jpg"
"","Statuina funeraria di cavallo con coda biforcuta","I secolo a.C.","bronzo a patina rossastra. Corpo fuso in uno stampo bivalve.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2046_Cb30.jpg"
"","Statuina funeraria di cavallo con criniera a forma di cimiero","II secolo d.C. (?)","bronzo a patina rossastra. Realizzazione mediante stampi multipli assemblati.","","http://opendata.fondazionetorinomusei.it/dataset/immagini/mao/2047_Cb31.jpg"
