Autore,Titolo,Datazione,Tecnica,Dimensioni,Immagine
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE CON UN GRUPPO DI PINI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B30.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. UN GRUPPO DI PINI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X171,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B31.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE PRESSO LA FONTANA DEI MESI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,173X234,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B32.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. GRUPPO DI PINI INNEVATI PRESSO IL CIPPO DEDICATO A MATTIOLI,1936,"STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO ILFORD""""",170X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B33.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. GRUPPO DI PINI INNEVATI PRESSO IL CIPPO DEDICATO A MATTIOLI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,171X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B34.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. DUE PANCHINE E ALBERI SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,83X118,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B35.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. DUE PANCHINE E ALBERI SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B36.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI IN VIALE CEPPI,1936,"STAMPA ALLA GELATINA BROMURO D'ARGENTO AGFA BROVIRA""""",171X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B37.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI IN VIALE CEPPI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X231,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B38.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI E STRADA INNEVATA,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,85X115,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B39.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,81X118,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B4.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI E STRADA INNEVATA,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,176X237,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B40.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B41.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. GRUPPO DI ALBERI IN CONTROLUCE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X117,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B42.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. GRUPPO DI ALBERI IN CONTROLUCE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,231X176,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B43.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADA INNEVATA CON ALBERI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,85X113,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B44.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADA INNEVATA CON ALBERI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,175X236,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B45.jpg
GABINIO MARIO,TORINO - COLLINA - SENTIERO NELLA NEVE CON ALBERI IN SECONDO PIANO. A DESTRA DI SCORCIO ESTERNO DI UNA CAPPELLA? - LOCALITA' NON IDENTIFICATA,1936,"STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO ILFORD""""",229X168,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B46.jpg
GABINIO MARIO,TORINO - COLLINA - SENTIERO NELLA NEVE CON ALBERI IN SECONDO PIANO. A DESTRA DI SCORCIO ESTERNO DI UNA CAPPELLA? - LOCALITA' NON IDENTIFICATA,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,227X171,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B47.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. UN VIALE GHIACCIATO,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,110X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B48.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. UN VIALE GHIACCIATO,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,239X176,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B49.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO - VIALE BOIARDO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,115X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B5.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADINA INNEVATA IN SALITA,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,86X114,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B50.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADINA INNEVATA IN SALITA,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,237X184,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B51.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADINA INNEVATA IN SALITA,10/01/1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,228X176,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B52.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,175X235,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B53.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE COL CIPPO DI VIALE VIRGILIO IN PRIMO PIANO,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,228X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B54.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE COL CIPPO DI VIALE VIRGILIO IN PRIMO PIANO,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,229X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B55.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE COL CIPPO DI VIALE VIRGILIO IN PRIMO PIANO,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B56.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI VICINO ALLA FONTANA DEI MESI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X114,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B57.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI VICINO ALLA FONTANA DEI MESI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,176X237,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B58.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. UNA BUCA TRA GLI ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,232X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B59.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,113X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B6.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADA IN CURVA TRA GLI ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,116X87,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B60.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADA IN CURVA TRA GLI ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,238X175,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B61.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,177X237,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B62.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. GRUPPO DI TRE ALBERI INNEVATI,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B63.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,171X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B64.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,112X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B65.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE. STRADA GHIACCIATA E VIALE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,85X116,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B66.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,116X87,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B7.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO - VIALE VIRGILIO  SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,115X85,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B8.jpg
GABINIO MARIO,TORINO - PARCO DEL VALENTINO SOTTO LA NEVE,1936,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X116,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/094B9.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO OVEST DALLA TORRE LITTORIA. IN PRIMO PIANO VIA MICCA COL CAMPANILE E LA CUPOLA DELLA CHIESA DI SAN TOMMASO,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,86X111,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B1.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELLA REALE MUTUA ASSICURAZIONI IN VIA CORTE D'APPELLO,1931c,STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO,168X220,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B10.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA'VERSO OVEST DA CORSO LANZA CON LE MONTAGNE SULLO SFONDO,1934post,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X114,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B100.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA'VERSO OVEST DA CORSO LANZA CON LE MONTAGNE SULLO SFONDO,1934post,STAMPA ALLA GELATINA BROMURO D'ARGENTO,172X220,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B101.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELLA REALE MUTUA ASSICURAZIONI IN VIA CORTE D'APPELLO,1931c,STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO,170X229,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B11.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD OVEST DALLA TORRE LITTORIA. AREA COMPRESA TRA LE VIE GARIBALDI E XX SETTEMBRE,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,86X114,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B12.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD OVEST DALLA TORRE LITTORIA. AREA COMPRESA TRA LE VIE GARIBALDI E XX SETTEMBRE,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,174X236,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B13.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DAL CAMPANILE DELLA CHIESA DI SAN TOMMASO. IN SECONDO PIANO LE CUPOLE DELLE CHIESE DELLA SS.TRINITA' - DEL DUOMO - DELLA S.SINDONE E DI S.LORENZO E PALAZZO REALE,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,89X114,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B14.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DAL CAMPANILE DELLA CHIESA DI SAN TOMMASO. IN SECONDO PIANO LE CUPOLE DELLE CHIESE DELLA SS.TRINITA' - DEL DUOMO - DELLA S.SINDONE E DI S.LORENZO E PALAZZO REALE,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,176X238,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B15.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DAL CAMPANILE DELLA CHIESA DI SAN TOMMASO. IN SECONDO PIANO LE CUPOLE DELLE CHIESE DELLA SS.TRINITA' - DEL DUOMO - DELLA S.SINDONE E DI S.LORENZO E PALAZZO REALE,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,176X234,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B16.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DALLA TORRE LITTORIA. IN PRIMO PIANO PIAZZA CASTELLO E PIAZZETTA REALE,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X233,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B17.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DALLA TORRE LITTORIA CON LA RINGHIERA METALLICA IN PRIMO PIANO,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,171X231,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B18.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DALLA TORRE LITTORIA,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X229,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B19.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO OVEST DALLA TORRE LITTORIA. IN PRIMO PIANO VIA MICCA COL CAMPANILE E LA CUPOLA DELLA CHIESA DI SAN TOMMASO,1933c,"STAMPA ALLA GELATINA CLOROBROMURO D'ARGENTO TENSI""""",172X235,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B2.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DALLA TORRE LITTORIA. IN PRIMO PIANO PIAZZA CASTELLO,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,171X229,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B20.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DALLA TORRE LITTORIA. IN PRIMO PIANO PIAZZA CASTELLO,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B21.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA'. IN PRIMO PIANO LA CUPOLA DELLLA CHIESA DI S.LORENZO. IN SECONDO PIANO PIAZZETTA REALE E PIAZZA CASTELLO.,1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B22.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA'. IN PRIMO PIANO LA CUPOLA DELLLA CHIESA DI S.LORENZO. IN SECONDO PIANO PIAZZETTA REALE E PIAZZA CASTELLO.,1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,172X232,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B23.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B24.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,232X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B25.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,231X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B26.jpg
GABINIO MARIO,"DA TERRAZZO PALAZZO/ S.FEDERICO"" (sic). TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO""",08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,230X170,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B27.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X229,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B28.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X228,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B29.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD OVEST DALLA TORRE LITTORIA. AREA COMPRESA TRA LE VIE BARBAROUX E GARIBALDI,1933c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,88X110,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B3.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B30.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DAL PALAZZO DELL'ISOLATO SAN VINCENZO. IN PRIMISSIMO PIANO IL CANTIERE DI RICOSTRUZIONE DELL'ISOLATO DEL TEATRO CARIGNANO,08/06/1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B31.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DAL CAMPANILE DELLA CHIESA DEI SANTI MARTIRI,1930c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,88X112,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B32.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DAL CAMPANILE DELLA CHIESA DEI SANTI MARTIRI,1930c,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,87X113,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B33.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DAL CAMPANILE DELLA CHIESA DEI SANTI MARTIRI,1930c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,87X112,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B34.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DAL CAMPANILE DELLA CHIESA DEI SANTI MARTIRI,1930c,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,174X225,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B35.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO OVEST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA'. IN SECONDO PIANO LA CHIESA DEL CORPUS DOMINI E LA CHIESA DELLO SPIRITO SANTO,1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,172X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B36.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO OVEST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA'. IN SECONDO PIANO LA CHIESA DEL CORPUS DOMINI E LA CHIESA DELLO SPIRITO SANTO,1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,170X231,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B37.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DALLA CUPOLA DELLA CHIESA DI SAN ROCCO,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X84,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B38.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DALLA CUPOLA DELLA CHIESA DI SAN ROCCO,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,114X86,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B39.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD EST DAL TERRAZZO DELLA CASA DI VIA SANTA TERESA 21,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,83X110,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B4.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO SUD DALLA CUPOLA DELLA CHIESA DI SAN ROCCO. IN PRIMO PIANO IL PALAZZO DELL'OPERA PIA SAN PAOLO - VIA SAN FRANCESCO D'ASSISI - 10,1934c,STAMPA ALLA GELATINA BROMURO D'ARGENTO,88X116,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B40.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DA UN PALAZZO COMPRESO NELL'ISOLATO TRA CORSO SICCARDI - VIA SANTA MARIA - VIA SAN DALMAZZO E VIA BERTOLA,1934post,STAMPA ALLA GELATINA BROMURO D'ARGENTO,86X108,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B41.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO EST DA UN PALAZZO COMPRESO NELL'ISOLATO TRA CORSO SICCARDI - VIA SANTA MARIA - VIA SAN DALMAZZO E VIA BERTOLA,1934post,STAMPA ALLA GELATINA BROMURO D'ARGENTO,86X112,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B42.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD OVEST DALLA TORRE LITTORIA,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,85X113,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B43.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD OVEST DALLA TORRE LITTORIA,1933-1934,STAMPA ALLA GELATINA BROMURO D'ARGENTO,172X238,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B44.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO NORD DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA',1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,169X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B45.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO SUD OVEST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA',1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,171X231,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B46.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO SUD OVEST DALLA CUPOLA DELLA CHIESA DELLA SS.TRINITA',1931,STAMPA ALLA GELATINA BROMURO D'ARGENTO,172X230,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B47.jpg
GABINIO MARIO,TORINO - PANORAMA DELLA CITTA' VERSO SUD EST DALLA TORRE LITTORIA. IN SECONDO PIANO AL CENTRO PALAZZO CARIGNANO,1933,STAMPA ALLA GELATINA BROMURO D'ARGENTO CAMOSCIO,180X241,http://opendata.fondazionetorinomusei.it/dataset/immagini/gabinio/095B48.jpg
